Park,Year,Recreation Visitors,Tent Campers,RV Campers,Backcountry Campers,
Devils Tower NM,1956,"122,300",,,,
Devils Tower NM,1957,"104,700",,,,
Devils Tower NM,1958,"115,300",,,,
Devils Tower NM,1959,"120,400",,,,
Devils Tower NM,1960,"117,000",,,,
Devils Tower NM,1961,"114,200",,,,
Devils Tower NM,1962,"124,900",,,,
Devils Tower NM,1963,"125,400",,,,
Devils Tower NM,1964,"109,600",,,,
Devils Tower NM,1965,"127,600",,,,
Devils Tower NM,1966,"125,000",,,,
Devils Tower NM,1967,"117,800",,,,
Devils Tower NM,1968,"155,200",,,,
Devils Tower NM,1969,"139,300",,,,
Devils Tower NM,1970,"147,400",,,,
Devils Tower NM,1971,"135,800",,,,
Devils Tower NM,1972,"150,266",,,,
Devils Tower NM,1973,"152,500",,,,
Devils Tower NM,1974,"122,600",,,,
Devils Tower NM,1975,"148,900",,,,
Devils Tower NM,1976,"167,100",,,,
Devils Tower NM,1977,"153,900",,,,
Devils Tower NM,1978,"271,155",,,,
Devils Tower NM,1979,"226,091","10,107","9,256",0,
Devils Tower NM,1980,"213,692","9,862","6,787",0,
Devils Tower NM,1981,"285,310","10,266","7,675",0,
Devils Tower NM,1982,"264,303","6,564","7,138",0,
Devils Tower NM,1983,"267,276","7,825","8,602",0,
Devils Tower NM,1984,"219,855","7,112","6,736",0,
Devils Tower NM,1985,"216,787","7,363","7,629",0,
Devils Tower NM,1986,"290,532","8,265","6,556",0,
Devils Tower NM,1987,"328,012","8,033","8,420",0,
Devils Tower NM,1988,"343,147","8,072","7,794",0,
Devils Tower NM,1989,"349,216","7,341","8,124",0,
Devils Tower NM,1990,"428,948","6,297","8,012",0,
Devils Tower NM,1991,"456,712","6,807","8,861",0,
Devils Tower NM,1992,"457,259","6,776","9,144",0,
Devils Tower NM,1993,"426,457","6,355","7,949",0,
Devils Tower NM,1994,"454,776","7,551","8,782",0,
Devils Tower NM,1995,"420,528","16,468","19,010",0,
Devils Tower NM,1996,"436,591","9,368","6,951",0,
Devils Tower NM,1997,"389,137","7,982","6,201",0,
Devils Tower NM,1998,"399,064","6,516","5,505",0,
Devils Tower NM,1999,"395,892","8,056","5,999",0,
Devils Tower NM,2000,"383,468","4,748","4,390",0,
Devils Tower NM,2001,"375,596","6,932","4,767",0,
Devils Tower NM,2002,"404,934","6,682","5,578",0,
Devils Tower NM,2003,"396,266","6,900","5,626",0,
Devils Tower NM,2004,"386,558","6,273","5,936",0,
Devils Tower NM,2005,"369,575","5,657","5,325",0,
Devils Tower NM,2006,"335,764","4,853","4,065",0,
Devils Tower NM,2007,"322,272","5,583","4,581",0,
Devils Tower NM,2008,"336,303","7,584","9,220",0,
Devils Tower NM,2009,"391,023","7,013","6,847",0,
Devils Tower NM,2010,"436,200","9,300","6,639",0,
Devils Tower NM,2011,"395,203","7,827","5,486",0,
Devils Tower NM,2012,"416,994","5,470","4,709",0,
Devils Tower NM,2013,"417,326","5,284","5,067",0,
Devils Tower NM,2014,"440,875","5,459","6,288",0,
Devils Tower NM,2015,"478,833","8,493","6,491",0,
Devils Tower NM,2016,"496,210","10,850","6,533",0,
,,,,,,
Dinosaur NM,1937,"5,088",,,,
Dinosaur NM,1938,"8,897",,,,
Dinosaur NM,1939,"10,220",,,,
Dinosaur NM,1940,"10,928",,,,
Dinosaur NM,1941,"8,706",,,,
Dinosaur NM,1942,"2,268",,,,
Dinosaur NM,1943,"1,665",,,,
Dinosaur NM,1944,"1,606",,,,
Dinosaur NM,1945,"2,792",,,,
Dinosaur NM,1946,"7,643",,,,
Dinosaur NM,1947,"9,924",,,,
Dinosaur NM,1948,"10,418",,,,
Dinosaur NM,1949,"12,408",,,,
Dinosaur NM,1950,"12,911",,,,
Dinosaur NM,1951,"12,362",,,,
Dinosaur NM,1952,"13,688",,,,
Dinosaur NM,1953,"22,334",,,,
Dinosaur NM,1954,"70,700",,,,
Dinosaur NM,1955,"68,700",,,,
Dinosaur NM,1956,"73,100",,,,
Dinosaur NM,1957,"65,700",,,,
Dinosaur NM,1958,"107,200",,,,
Dinosaur NM,1959,"111,500",,,,
Dinosaur NM,1960,"142,400",,,,
Dinosaur NM,1961,"167,100",,,,
Dinosaur NM,1962,"260,400",,,,
Dinosaur NM,1963,"223,000",,,,
Dinosaur NM,1964,"231,200",,,,
Dinosaur NM,1965,"256,100",,,,
Dinosaur NM,1966,"296,100",,,,
Dinosaur NM,1967,"310,600",,,,
Dinosaur NM,1968,"308,300",,,,
Dinosaur NM,1969,"337,800",,,,
Dinosaur NM,1970,"371,400",,,,
Dinosaur NM,1971,"404,400",,,,
Dinosaur NM,1972,"488,955",,,,
Dinosaur NM,1973,"405,300",,,,
Dinosaur NM,1974,"326,000",,,,
Dinosaur NM,1975,"373,400",,,,
Dinosaur NM,1976,"391,600",,,,
Dinosaur NM,1977,"399,700",,,,
Dinosaur NM,1978,"415,508",,,,
Dinosaur NM,1979,"295,837","15,250","17,416","25,411",
Dinosaur NM,1980,"332,781","20,131","18,404","25,775",
Dinosaur NM,1981,"345,784","21,861","15,800","22,805",
Dinosaur NM,1982,"396,938","22,649","16,329","27,197",
Dinosaur NM,1983,"427,375","16,366","12,381","20,759",
Dinosaur NM,1984,"493,140","15,568","12,069","23,834",
Dinosaur NM,1985,"418,187","19,024","12,190","23,869",
Dinosaur NM,1986,"430,891","19,573","15,080","24,790",
Dinosaur NM,1987,"412,089","28,936","18,448","25,119",
Dinosaur NM,1988,"474,452","27,385","19,226","24,802",
Dinosaur NM,1989,"436,303","35,247","19,885","25,542",
Dinosaur NM,1990,"450,368","29,154","15,786","25,190",
Dinosaur NM,1991,"447,781","25,467","16,607","24,646",
Dinosaur NM,1992,"480,412","27,391","15,853","23,571",
Dinosaur NM,1993,"534,274","28,111","14,483","29,409",
Dinosaur NM,1994,"480,576","24,832","12,187","26,342",
Dinosaur NM,1995,"496,509","28,855","11,390","29,881",
Dinosaur NM,1996,"464,133","24,235","12,462","28,937",
Dinosaur NM,1997,"446,624","24,345","12,450","29,171",
Dinosaur NM,1998,"420,295","20,675","10,112","30,897",
Dinosaur NM,1999,"410,742","20,524","10,155","30,395",
Dinosaur NM,2000,"397,069","16,964","7,925","31,073",
Dinosaur NM,2001,"326,373","19,665","7,402","29,011",
Dinosaur NM,2002,"299,142","19,456","7,368","23,667",
Dinosaur NM,2003,"289,849","19,637","8,290","27,501",
Dinosaur NM,2004,"325,279","20,083","8,395","26,848",
Dinosaur NM,2005,"360,584","20,307","7,959","28,446",
Dinosaur NM,2006,"278,473","12,653","6,228","28,022",
Dinosaur NM,2007,"230,914","15,150","5,893","25,516",
Dinosaur NM,2008,"201,724","17,472","4,887","31,197",
Dinosaur NM,2009,"203,862","11,076","6,293","27,514",
Dinosaur NM,2010,"197,812","16,463","6,928","26,268",
Dinosaur NM,2011,"213,559","6,913","4,782","25,656",
Dinosaur NM,2012,"302,858","8,793","7,566","32,556",
Dinosaur NM,2013,"274,361","9,890","7,459","21,281",
Dinosaur NM,2014,"250,625","16,308","9,877","27,507",
Dinosaur NM,2015,"291,799","16,313","12,389","30,490",
Dinosaur NM,2016,"304,312","17,207","13,604","34,591",
,,,,,,
Dry Tortugas NP,1937,706,,,,
Dry Tortugas NP,1938,"1,130",,,,
Dry Tortugas NP,1939,"1,500",,,,
Dry Tortugas NP,1940,"1,141",,,,
Dry Tortugas NP,1941,757,,,,
Dry Tortugas NP,1942,0,,,,
Dry Tortugas NP,1943,0,,,,
Dry Tortugas NP,1944,0,,,,
Dry Tortugas NP,1945,"2,154",,,,
Dry Tortugas NP,1946,"8,787",,,,
Dry Tortugas NP,1947,"6,685",,,,
Dry Tortugas NP,1948,"5,968",,,,
Dry Tortugas NP,1949,"7,355",,,,
Dry Tortugas NP,1950,"7,025",,,,
Dry Tortugas NP,1951,"5,405",,,,
Dry Tortugas NP,1952,"4,376",,,,
Dry Tortugas NP,1953,"6,708",,,,
Dry Tortugas NP,1954,"6,200",,,,
Dry Tortugas NP,1955,"4,300",,,,
Dry Tortugas NP,1956,"5,000",,,,
Dry Tortugas NP,1957,"3,600",,,,
Dry Tortugas NP,1958,"4,200",,,,
Dry Tortugas NP,1959,"4,400",,,,
Dry Tortugas NP,1960,"8,900",,,,
Dry Tortugas NP,1961,"14,400",,,,
Dry Tortugas NP,1962,"7,700",,,,
Dry Tortugas NP,1963,"26,200",,,,
Dry Tortugas NP,1964,"43,200",,,,
Dry Tortugas NP,1965,"32,200",,,,
Dry Tortugas NP,1966,"35,300",,,,
Dry Tortugas NP,1967,"22,100",,,,
Dry Tortugas NP,1968,"9,000",,,,
Dry Tortugas NP,1969,"6,900",,,,
Dry Tortugas NP,1970,"12,900",,,,
Dry Tortugas NP,1971,"4,000",,,,
Dry Tortugas NP,1972,"5,066",,,,
Dry Tortugas NP,1973,"6,100",,,,
Dry Tortugas NP,1974,"5,100",,,,
Dry Tortugas NP,1975,"9,700",,,,
Dry Tortugas NP,1976,"8,900",,,,
Dry Tortugas NP,1977,"11,600",,,,
Dry Tortugas NP,1978,"10,361",,,,
Dry Tortugas NP,1979,"9,076","2,108",0,0,
Dry Tortugas NP,1980,"8,644","1,577",0,0,
Dry Tortugas NP,1981,"10,150","2,161",0,0,
Dry Tortugas NP,1982,"10,700","2,057",0,0,
Dry Tortugas NP,1983,"11,004","1,683",0,0,
Dry Tortugas NP,1984,"11,900","2,384",0,0,
Dry Tortugas NP,1985,"13,213","1,988",0,0,
Dry Tortugas NP,1986,"15,379","2,684",0,0,
Dry Tortugas NP,1987,"16,315","1,931",0,0,
Dry Tortugas NP,1988,"16,937","2,292",0,0,
Dry Tortugas NP,1989,"19,441","2,381",0,0,
Dry Tortugas NP,1990,"19,402","2,822",0,0,
Dry Tortugas NP,1991,"18,231","2,238",0,0,
Dry Tortugas NP,1992,"21,581","3,676",0,0,
Dry Tortugas NP,1993,"24,020","3,387",0,0,
Dry Tortugas NP,1994,"16,736","3,357",0,0,
Dry Tortugas NP,1995,"32,870","32,856",0,0,
Dry Tortugas NP,1996,"35,127","44,448",0,0,
Dry Tortugas NP,1997,"47,224","52,728",0,0,
Dry Tortugas NP,1998,"60,136","4,690",0,0,
Dry Tortugas NP,1999,"74,186","5,244",0,0,
Dry Tortugas NP,2000,"83,704","6,325",0,0,
Dry Tortugas NP,2001,"79,186","6,565",0,0,
Dry Tortugas NP,2002,"79,582","3,678",0,0,
Dry Tortugas NP,2003,"74,741",10,0,0,
Dry Tortugas NP,2004,"67,917","4,676",0,0,
Dry Tortugas NP,2005,"61,765","4,312",0,0,
Dry Tortugas NP,2006,"64,122","3,052",0,0,
Dry Tortugas NP,2007,"60,895","2,174",0,0,
Dry Tortugas NP,2008,"63,947","4,118",0,0,
Dry Tortugas NP,2009,"52,011","3,394",0,0,
Dry Tortugas NP,2010,"53,890","3,362",0,0,
Dry Tortugas NP,2011,"75,171","3,822",0,0,
Dry Tortugas NP,2012,"60,550","2,982",0,0,
Dry Tortugas NP,2013,"58,401","2,836",0,0,
Dry Tortugas NP,2014,"64,865","4,438",0,0,
Dry Tortugas NP,2015,"70,862","4,546",0,0,
Dry Tortugas NP,2016,"73,661","5,934",0,0,
,,,,,,
Edgar Allan Poe NHS,1980,"2,549",0,0,0,
Edgar Allan Poe NHS,1981,"14,055",0,0,0,
Edgar Allan Poe NHS,1982,"12,595",0,0,0,
Edgar Allan Poe NHS,1983,"13,858",0,0,0,
Edgar Allan Poe NHS,1984,"18,178",0,0,0,
Edgar Allan Poe NHS,1985,"15,254",0,0,0,
Edgar Allan Poe NHS,1986,"12,365",0,0,0,
Edgar Allan Poe NHS,1987,"11,684",0,0,0,
Edgar Allan Poe NHS,1988,"14,160",0,0,0,
Edgar Allan Poe NHS,1989,"12,239",0,0,0,
Edgar Allan Poe NHS,1990,"11,638",0,0,0,
Edgar Allan Poe NHS,1991,"13,034",0,0,0,
Edgar Allan Poe NHS,1992,"16,058",0,0,0,
Edgar Allan Poe NHS,1993,"13,823",0,0,0,
Edgar Allan Poe NHS,1994,"14,789",0,0,0,
Edgar Allan Poe NHS,1995,"13,443",0,0,0,
Edgar Allan Poe NHS,1996,"15,549",0,0,0,
Edgar Allan Poe NHS,1997,"17,632",0,0,0,
Edgar Allan Poe NHS,1998,"13,965",0,0,0,
Edgar Allan Poe NHS,1999,"16,796",0,0,0,
Edgar Allan Poe NHS,2000,630,0,0,0,
Edgar Allan Poe NHS,2001,"12,552",0,0,0,
Edgar Allan Poe NHS,2002,"12,314",0,0,0,
Edgar Allan Poe NHS,2003,"10,830",0,0,0,
Edgar Allan Poe NHS,2004,"11,005",0,0,0,
Edgar Allan Poe NHS,2005,"11,879",0,0,0,
Edgar Allan Poe NHS,2006,"12,409",0,0,0,
Edgar Allan Poe NHS,2007,"14,258",0,0,0,
Edgar Allan Poe NHS,2008,"12,961",0,0,0,
Edgar Allan Poe NHS,2009,"17,463",0,0,0,
Edgar Allan Poe NHS,2010,"16,584",0,0,0,
Edgar Allan Poe NHS,2011,"14,711",0,0,0,
Edgar Allan Poe NHS,2012,"19,104",0,0,0,
Edgar Allan Poe NHS,2013,"5,884",0,0,0,
Edgar Allan Poe NHS,2014,"13,701",0,0,0,
Edgar Allan Poe NHS,2015,"13,862",0,0,0,
Edgar Allan Poe NHS,2016,"14,827",0,0,0,
,,,,,,
Effigy Mounds NM,1950,736,,,,
Effigy Mounds NM,1951,"5,594",,,,
Effigy Mounds NM,1952,"12,922",,,,
Effigy Mounds NM,1953,"22,016",,,,
Effigy Mounds NM,1954,"37,100",,,,
Effigy Mounds NM,1955,"40,100",,,,
Effigy Mounds NM,1956,"51,000",,,,
Effigy Mounds NM,1957,"60,100",,,,
Effigy Mounds NM,1958,"66,900",,,,
Effigy Mounds NM,1959,"65,400",,,,
Effigy Mounds NM,1960,"60,600",,,,
Effigy Mounds NM,1961,"67,500",,,,
Effigy Mounds NM,1962,"54,100",,,,
Effigy Mounds NM,1963,"74,400",,,,
Effigy Mounds NM,1964,"84,500",,,,
Effigy Mounds NM,1965,"88,800",,,,
Effigy Mounds NM,1966,"81,200",,,,
Effigy Mounds NM,1967,"82,100",,,,
Effigy Mounds NM,1968,"97,200",,,,
Effigy Mounds NM,1969,"117,100",,,,
Effigy Mounds NM,1970,"136,000",,,,
Effigy Mounds NM,1971,"93,900",,,,
Effigy Mounds NM,1972,"79,074",,,,
Effigy Mounds NM,1973,"76,400",,,,
Effigy Mounds NM,1974,"62,800",,,,
Effigy Mounds NM,1975,"69,500",,,,
Effigy Mounds NM,1976,"67,700",,,,
Effigy Mounds NM,1977,"65,300",,,,
Effigy Mounds NM,1978,"67,570",,,,
Effigy Mounds NM,1979,"59,064",0,0,0,
Effigy Mounds NM,1980,"75,555",0,0,0,
Effigy Mounds NM,1981,"79,881",0,0,0,
Effigy Mounds NM,1982,"94,305",0,0,0,
Effigy Mounds NM,1983,"99,562",0,0,0,
Effigy Mounds NM,1984,"92,793",0,0,0,
Effigy Mounds NM,1985,"93,074",0,0,0,
Effigy Mounds NM,1986,"87,764",0,0,0,
Effigy Mounds NM,1987,"87,634",0,0,0,
Effigy Mounds NM,1988,"101,565",0,0,0,
Effigy Mounds NM,1989,"109,665",0,0,0,
Effigy Mounds NM,1990,"108,522",0,0,0,
Effigy Mounds NM,1991,"125,697",0,0,0,
Effigy Mounds NM,1992,"128,942",0,0,0,
Effigy Mounds NM,1993,"89,434",0,0,0,
Effigy Mounds NM,1994,"99,838",0,0,0,
Effigy Mounds NM,1995,"75,090",0,0,0,
Effigy Mounds NM,1996,"93,894",0,0,0,
Effigy Mounds NM,1997,"76,573",0,0,0,
Effigy Mounds NM,1998,"70,559",0,0,0,
Effigy Mounds NM,1999,"80,414",0,0,0,
Effigy Mounds NM,2000,"77,563",0,0,0,
Effigy Mounds NM,2001,"79,846",0,0,0,
Effigy Mounds NM,2002,"75,061",0,0,0,
Effigy Mounds NM,2003,"79,658",0,0,0,
Effigy Mounds NM,2004,"93,575",0,0,0,
Effigy Mounds NM,2005,"88,546",0,0,0,
Effigy Mounds NM,2006,"90,199",0,0,0,
Effigy Mounds NM,2007,"88,268",0,0,0,
Effigy Mounds NM,2008,"68,696",0,0,0,
Effigy Mounds NM,2009,"78,177",0,0,0,
Effigy Mounds NM,2010,"79,783",0,0,0,
Effigy Mounds NM,2011,"82,581",0,0,0,
Effigy Mounds NM,2012,"78,540",0,0,0,
Effigy Mounds NM,2013,"71,074",0,0,0,
Effigy Mounds NM,2014,"77,812",0,0,0,
Effigy Mounds NM,2015,"81,901",0,0,0,
Effigy Mounds NM,2016,"77,195",0,0,0,
,,,,,,
Eisenhower NHS,1980,"164,443",0,0,0,
Eisenhower NHS,1981,"182,387",0,0,0,
Eisenhower NHS,1982,"148,800",0,0,0,
Eisenhower NHS,1983,"145,351",0,0,0,
Eisenhower NHS,1984,"138,095",0,0,0,
Eisenhower NHS,1985,"136,935",0,0,0,
Eisenhower NHS,1986,"131,634",0,0,0,
Eisenhower NHS,1987,"118,346",0,0,0,
Eisenhower NHS,1988,"118,231",0,0,0,
Eisenhower NHS,1989,"113,847",0,0,0,
Eisenhower NHS,1990,"116,936",0,0,0,
Eisenhower NHS,1991,"109,262",0,0,0,
Eisenhower NHS,1992,"108,113",0,0,0,
Eisenhower NHS,1993,"96,039",0,0,0,
Eisenhower NHS,1994,"112,829",0,0,0,
Eisenhower NHS,1995,"96,481",0,0,0,
Eisenhower NHS,1996,"84,465",0,0,0,
Eisenhower NHS,1997,"74,395",0,0,0,
Eisenhower NHS,1998,"76,825",0,0,0,
Eisenhower NHS,1999,"73,347",0,0,0,
Eisenhower NHS,2000,"76,921",0,0,0,
Eisenhower NHS,2001,"74,826",0,0,0,
Eisenhower NHS,2002,"76,518",0,0,0,
Eisenhower NHS,2003,"69,017",0,0,0,
Eisenhower NHS,2004,"72,272",0,0,0,
Eisenhower NHS,2005,"67,669",0,0,0,
Eisenhower NHS,2006,"70,243",0,0,0,
Eisenhower NHS,2007,"69,747",0,0,0,
Eisenhower NHS,2008,"70,757",0,0,0,
Eisenhower NHS,2009,"64,212",0,0,0,
Eisenhower NHS,2010,"61,210",0,0,0,
Eisenhower NHS,2011,"58,022",0,0,0,
Eisenhower NHS,2012,"53,286",0,0,0,
Eisenhower NHS,2013,"59,179",0,0,0,
Eisenhower NHS,2014,"58,240",0,0,0,
Eisenhower NHS,2015,"54,377",0,0,0,
Eisenhower NHS,2016,"55,550",0,0,0,
,,,,,,
El Malpais NM,1988,"23,546",0,0,135,
El Malpais NM,1989,"52,554",0,0,312,
El Malpais NM,1990,"78,993",0,0,387,
El Malpais NM,1991,"69,119",0,0,275,
El Malpais NM,1992,"75,916",0,0,610,
El Malpais NM,1993,"90,316",0,0,794,
El Malpais NM,1994,"101,492",0,0,581,
El Malpais NM,1995,"100,366",0,0,834,
El Malpais NM,1996,"101,158",0,0,"1,283",
El Malpais NM,1997,"105,707",0,0,"1,444",
El Malpais NM,1998,"95,001",0,0,866,
El Malpais NM,1999,"109,008",0,0,649,
El Malpais NM,2000,"76,557",0,0,"1,000",
El Malpais NM,2001,"118,374",0,0,781,
El Malpais NM,2002,"115,893",0,0,626,
El Malpais NM,2003,"151,127",0,0,599,
El Malpais NM,2004,"137,170",0,0,350,
El Malpais NM,2005,"116,194",0,0,690,
El Malpais NM,2006,"107,792",0,0,520,
El Malpais NM,2007,"110,639",0,0,535,
El Malpais NM,2008,"115,066",0,0,569,
El Malpais NM,2009,"123,290",0,0,461,
El Malpais NM,2010,"134,662",0,0,680,
El Malpais NM,2011,"105,356",0,0,417,
El Malpais NM,2012,"114,678",0,0,14,
El Malpais NM,2013,"137,904",0,0,2,
El Malpais NM,2014,"164,063",0,0,0,
El Malpais NM,2015,"174,433",0,0,0,
El Malpais NM,2016,"157,440",0,0,0,
,,,,,,
El Morro NM,1920,"2,000",,,,
El Morro NM,1921,"3,000",,,,
El Morro NM,1922,"2,500",,,,
El Morro NM,1923,"2,500",,,,
El Morro NM,1924,"3,200",,,,
El Morro NM,1925,"1,800",,,,
El Morro NM,1926,"5,794",,,,
El Morro NM,1927,"5,178",,,,
El Morro NM,1928,"5,356",,,,
El Morro NM,1929,"2,625",,,,
El Morro NM,1930,"3,500",,,,
El Morro NM,1931,"3,854",,,,
El Morro NM,1932,"2,700",,,,
El Morro NM,1933,"2,467",,,,
El Morro NM,1934,"2,800",,,,
El Morro NM,1935,"2,475",,,,
El Morro NM,1936,"1,898",,,,
El Morro NM,1937,"2,298",,,,
El Morro NM,1938,"3,208",,,,
El Morro NM,1939,"2,639",,,,
El Morro NM,1940,"1,593",,,,
El Morro NM,1941,"1,328",,,,
El Morro NM,1942,475,,,,
El Morro NM,1943,327,,,,
El Morro NM,1944,517,,,,
El Morro NM,1945,704,,,,
El Morro NM,1946,"1,578",,,,
El Morro NM,1947,"1,944",,,,
El Morro NM,1948,"2,282",,,,
El Morro NM,1949,"3,260",,,,
El Morro NM,1950,"4,090",,,,
El Morro NM,1951,"3,881",,,,
El Morro NM,1952,"4,863",,,,
El Morro NM,1953,"4,760",,,,
El Morro NM,1954,"5,400",,,,
El Morro NM,1955,"5,200",,,,
El Morro NM,1956,"6,900",,,,
El Morro NM,1957,"8,600",,,,
El Morro NM,1958,"13,100",,,,
El Morro NM,1959,"14,700",,,,
El Morro NM,1960,"18,400",,,,
El Morro NM,1961,"19,600",,,,
El Morro NM,1962,"22,000",,,,
El Morro NM,1963,"16,300",,,,
El Morro NM,1964,"16,800",,,,
El Morro NM,1965,"19,600",,,,
El Morro NM,1966,"21,400",,,,
El Morro NM,1967,"24,000",,,,
El Morro NM,1968,"25,700",,,,
El Morro NM,1969,"25,100",,,,
El Morro NM,1970,"26,300",,,,
El Morro NM,1971,"27,300",,,,
El Morro NM,1972,"31,645",,,,
El Morro NM,1973,"28,200",,,,
El Morro NM,1974,"24,900",,,,
El Morro NM,1975,"29,200",,,,
El Morro NM,1976,"29,600",,,,
El Morro NM,1977,"30,300",,,,
El Morro NM,1978,"33,253",,,,
El Morro NM,1979,"29,635",965,"1,208",0,
El Morro NM,1980,"29,523",997,"1,076",0,
El Morro NM,1981,"27,536",873,"1,061",0,
El Morro NM,1982,"29,933",831,"1,025",0,
El Morro NM,1983,"29,278",976,"1,092",0,
El Morro NM,1984,"33,125",827,"1,272",0,
El Morro NM,1985,"47,299","1,263","1,384",0,
El Morro NM,1986,"54,941","1,606","1,585",0,
El Morro NM,1987,"56,426","1,876","1,685",0,
El Morro NM,1988,"61,178","2,307","1,486",0,
El Morro NM,1989,"67,256","1,887","2,056",0,
El Morro NM,1990,"69,343","1,977","1,692",0,
El Morro NM,1991,"69,439","2,354","1,667",0,
El Morro NM,1992,"81,475","2,678","1,823",0,
El Morro NM,1993,"80,470","2,353","1,445",0,
El Morro NM,1994,"87,548","2,732","1,267",0,
El Morro NM,1995,"83,564","2,285","1,223",0,
El Morro NM,1996,"82,655","1,333",474,0,
El Morro NM,1997,"80,146","1,241",731,0,
El Morro NM,1998,"79,953","1,538",882,0,
El Morro NM,1999,"80,529","1,136",850,0,
El Morro NM,2000,"67,707","1,341",394,0,
El Morro NM,2001,"68,886","1,513","1,165",0,
El Morro NM,2002,"60,143","1,505","1,370",0,
El Morro NM,2003,"57,889","1,413",863,0,
El Morro NM,2004,"65,877","1,425",881,0,
El Morro NM,2005,"51,825","1,801",927,0,
El Morro NM,2006,"52,297","1,798",955,0,
El Morro NM,2007,"51,492","2,275",774,0,
El Morro NM,2008,"45,178","2,070",821,0,
El Morro NM,2009,"48,245","2,068","1,055",0,
El Morro NM,2010,"52,566","1,349","1,176",0,
El Morro NM,2011,"48,332","1,128",815,0,
El Morro NM,2012,"44,808","1,491",889,0,
El Morro NM,2013,"40,051","1,441",849,0,
El Morro NM,2014,"46,256","1,586","1,013",0,
El Morro NM,2015,"49,390","2,226","1,339",0,
El Morro NM,2016,"59,422","1,704","1,291",0,
,,,,,,
Eleanor Roosevelt NHS,1985,"30,712",0,0,0,
Eleanor Roosevelt NHS,1986,"30,313",0,0,0,
Eleanor Roosevelt NHS,1987,"28,814",0,0,0,
Eleanor Roosevelt NHS,1988,"29,158",0,0,0,
Eleanor Roosevelt NHS,1989,"36,466",0,0,0,
Eleanor Roosevelt NHS,1990,"42,833",0,0,0,
Eleanor Roosevelt NHS,1991,"77,632",0,0,0,
Eleanor Roosevelt NHS,1992,"89,363",0,0,0,
Eleanor Roosevelt NHS,1993,"90,136",0,0,0,
Eleanor Roosevelt NHS,1994,"82,999",0,0,0,
Eleanor Roosevelt NHS,1995,"84,879",0,0,0,
Eleanor Roosevelt NHS,1996,"93,998",0,0,0,
Eleanor Roosevelt NHS,1997,"85,226",0,0,0,
Eleanor Roosevelt NHS,1998,"85,347",0,0,0,
Eleanor Roosevelt NHS,1999,"65,703",0,0,0,
Eleanor Roosevelt NHS,2000,"76,958",0,0,0,
Eleanor Roosevelt NHS,2001,"86,012",0,0,0,
Eleanor Roosevelt NHS,2002,"71,189",0,0,0,
Eleanor Roosevelt NHS,2003,"58,843",0,0,0,
Eleanor Roosevelt NHS,2004,"53,765",0,0,0,
Eleanor Roosevelt NHS,2005,"52,690",0,0,0,
Eleanor Roosevelt NHS,2006,"14,493",0,0,0,
Eleanor Roosevelt NHS,2007,"59,846",0,0,0,
Eleanor Roosevelt NHS,2008,"53,632",0,0,0,
Eleanor Roosevelt NHS,2009,"54,393",0,0,0,
Eleanor Roosevelt NHS,2010,"53,067",0,0,0,
Eleanor Roosevelt NHS,2011,"50,074",0,0,0,
Eleanor Roosevelt NHS,2012,"55,049",0,0,0,
Eleanor Roosevelt NHS,2013,"43,686",0,0,0,
Eleanor Roosevelt NHS,2014,"60,456",0,0,0,
Eleanor Roosevelt NHS,2015,"64,791",0,0,0,
Eleanor Roosevelt NHS,2016,"63,480",0,0,0,
,,,,,,
Eugene O'Neill NHS,1985,"2,814",0,0,0,
Eugene O'Neill NHS,1986,"2,639",0,0,0,
Eugene O'Neill NHS,1987,"3,529",0,0,0,
Eugene O'Neill NHS,1988,"4,218",0,0,0,
Eugene O'Neill NHS,1989,"3,129",0,0,0,
Eugene O'Neill NHS,1990,"3,654",0,0,0,
Eugene O'Neill NHS,1991,"3,282",0,0,0,
Eugene O'Neill NHS,1992,"3,692",0,0,0,
Eugene O'Neill NHS,1993,"3,007",0,0,0,
Eugene O'Neill NHS,1994,"3,031",0,0,0,
Eugene O'Neill NHS,1995,"3,112",0,0,0,
Eugene O'Neill NHS,1996,"3,440",0,0,0,
Eugene O'Neill NHS,1997,"3,497",0,0,0,
Eugene O'Neill NHS,1998,"3,616",0,0,0,
Eugene O'Neill NHS,1999,"3,400",0,0,0,
Eugene O'Neill NHS,2000,"3,579",0,0,0,
Eugene O'Neill NHS,2001,"3,510",0,0,0,
Eugene O'Neill NHS,2002,"3,496",0,0,0,
Eugene O'Neill NHS,2003,"2,672",0,0,0,
Eugene O'Neill NHS,2004,"2,684",0,0,0,
Eugene O'Neill NHS,2005,"3,652",0,0,0,
Eugene O'Neill NHS,2006,"3,372",0,0,0,
Eugene O'Neill NHS,2007,"2,339",0,0,0,
Eugene O'Neill NHS,2008,"2,544",0,0,0,
Eugene O'Neill NHS,2009,"3,783",0,0,0,
Eugene O'Neill NHS,2010,"2,445",0,0,0,
Eugene O'Neill NHS,2011,"2,593",0,0,0,
Eugene O'Neill NHS,2012,"2,789",0,0,0,
Eugene O'Neill NHS,2013,"2,929",0,0,0,
Eugene O'Neill NHS,2014,"3,202",0,0,0,
Eugene O'Neill NHS,2015,"3,942",0,0,0,
Eugene O'Neill NHS,2016,"4,287",0,0,0,
,,,,,,
Everglades NP,1948,"7,482",,,,
Everglades NP,1949,"94,927",,,,
Everglades NP,1950,"123,405",,,,
