Park,Year,Recreation Visitors,Tent Campers,RV Campers,Backcountry Campers,
Everglades NP,1951,"142,971",,,,
Everglades NP,1952,"168,621",,,,
Everglades NP,1953,"206,773",,,,
Everglades NP,1954,"218,000",,,,
Everglades NP,1955,"247,100",,,,
Everglades NP,1956,"267,000",,,,
Everglades NP,1957,"344,700",,,,
Everglades NP,1958,"443,300",,,,
Everglades NP,1959,"500,200",,,,
Everglades NP,1960,"579,200",,,,
Everglades NP,1961,"566,800",,,,
Everglades NP,1962,"626,100",,,,
Everglades NP,1963,"669,200",,,,
Everglades NP,1964,"792,600",,,,
Everglades NP,1965,"977,600",,,,
Everglades NP,1966,"1,017,100",,,,
Everglades NP,1967,"1,098,300",,,,
Everglades NP,1968,"1,251,500",,,,
Everglades NP,1969,"1,187,200",,,,
Everglades NP,1970,"1,273,500",,,,
Everglades NP,1971,"1,100,500",,,,
Everglades NP,1972,"1,534,328",,,,
Everglades NP,1973,"1,044,000",,,,
Everglades NP,1974,"781,200",,,,
Everglades NP,1975,"782,400",,,,
Everglades NP,1976,"955,700",,,,
Everglades NP,1977,"948,000",,,,
Everglades NP,1978,"923,714",,,,
Everglades NP,1979,"718,102","28,775","72,065","17,909",
Everglades NP,1980,"744,244","27,256","70,009","11,192",
Everglades NP,1981,"564,721","24,903","63,648","20,771",
Everglades NP,1982,"550,168","25,500","57,182","15,945",
Everglades NP,1983,"577,439","19,629","50,953","10,130",
Everglades NP,1984,"628,658","18,949","56,441","13,454",
Everglades NP,1985,"697,646","18,437","55,098","13,207",
Everglades NP,1986,"739,072","19,836","57,517","13,894",
Everglades NP,1987,"787,493","20,317","50,249","14,475",
Everglades NP,1988,"1,026,188","20,442","54,666","8,015",
Everglades NP,1989,"913,372","22,996","54,089","7,068",
Everglades NP,1990,"957,925","22,699","50,663","10,204",
Everglades NP,1991,"1,292,014","16,330","34,652","12,813",
Everglades NP,1992,"1,025,686","8,347","22,639","12,471",
Everglades NP,1993,"973,706","7,248","13,006","14,679",
Everglades NP,1994,"886,455","8,227","15,868","15,436",
Everglades NP,1995,"820,466","7,020","15,526","13,168",
Everglades NP,1996,"890,167","15,633","30,629","15,679",
Everglades NP,1997,"989,532","10,179","14,932","17,785",
Everglades NP,1998,"1,118,215","13,488","22,424","19,975",
Everglades NP,1999,"1,073,982","15,722","20,337","20,237",
Everglades NP,2000,"995,390","17,683","25,068","19,868",
Everglades NP,2001,"1,049,851","17,103","24,732","23,411",
Everglades NP,2002,"968,909","20,074","25,157","22,997",
Everglades NP,2003,"1,040,648","22,713","21,392","22,485",
Everglades NP,2004,"1,181,355","18,803","25,638","18,744",
Everglades NP,2005,"1,233,837","21,940","17,182","15,436",
Everglades NP,2006,"954,022","10,281","15,074","9,610",
Everglades NP,2007,"1,074,764","16,769","14,973","12,075",
Everglades NP,2008,"822,118","14,784","18,454","17,090",
Everglades NP,2009,"900,882","9,306","10,694","13,062",
Everglades NP,2010,"915,538","8,756","11,107","12,991",
Everglades NP,2011,"934,351","7,041","10,031","11,546",
Everglades NP,2012,"1,141,906","8,918","12,421","8,456",
Everglades NP,2013,"1,047,116","9,130","9,999","6,437",
Everglades NP,2014,"1,110,901","9,984","11,483","5,875",
Everglades NP,2015,"1,077,427","10,635","10,504","15,961",
Everglades NP,2016,"930,907","8,410","10,799","12,726",
,,,,,,
Federal Hall NMEM,1941,"34,326",,,,
Federal Hall NMEM,1942,"115,430",,,,
Federal Hall NMEM,1943,"117,424",,,,
Federal Hall NMEM,1944,"105,660",,,,
Federal Hall NMEM,1945,"69,813",,,,
Federal Hall NMEM,1946,"73,824",,,,
Federal Hall NMEM,1947,"71,830",,,,
Federal Hall NMEM,1948,"80,230",,,,
Federal Hall NMEM,1949,"64,867",,,,
Federal Hall NMEM,1950,"69,573",,,,
Federal Hall NMEM,1951,"62,362",,,,
Federal Hall NMEM,1952,"57,140",,,,
Federal Hall NMEM,1953,"49,629",,,,
Federal Hall NMEM,1954,"36,900",,,,
Federal Hall NMEM,1955,"49,300",,,,
Federal Hall NMEM,1956,"51,300",,,,
Federal Hall NMEM,1957,"52,200",,,,
Federal Hall NMEM,1958,"50,600",,,,
Federal Hall NMEM,1959,"49,400",,,,
Federal Hall NMEM,1960,"60,800",,,,
Federal Hall NMEM,1961,"55,200",,,,
Federal Hall NMEM,1962,"60,300",,,,
Federal Hall NMEM,1963,"58,800",,,,
Federal Hall NMEM,1964,"39,300",,,,
Federal Hall NMEM,1965,"78,800",,,,
Federal Hall NMEM,1966,"70,600",,,,
Federal Hall NMEM,1967,"100,900",,,,
Federal Hall NMEM,1968,"80,300",,,,
Federal Hall NMEM,1969,"46,700",,,,
Federal Hall NMEM,1970,"57,900",,,,
Federal Hall NMEM,1971,"55,700",,,,
Federal Hall NMEM,1972,"44,491",,,,
Federal Hall NMEM,1973,"80,100",,,,
Federal Hall NMEM,1974,"82,200",,,,
Federal Hall NMEM,1975,"116,600",,,,
Federal Hall NMEM,1976,"218,900",,,,
Federal Hall NMEM,1977,"90,900",,,,
Federal Hall NMEM,1978,"97,368",,,,
Federal Hall NMEM,1979,"83,680",0,0,0,
Federal Hall NMEM,1980,"95,343",0,0,0,
Federal Hall NMEM,1981,"103,331",0,0,0,
Federal Hall NMEM,1982,"112,387",0,0,0,
Federal Hall NMEM,1983,"115,358",0,0,0,
Federal Hall NMEM,1984,"157,217",0,0,0,
Federal Hall NMEM,1985,"245,148",0,0,0,
Federal Hall NMEM,1986,"466,394",0,0,0,
Federal Hall NMEM,1987,"344,852",0,0,0,
Federal Hall NMEM,1988,"333,673",0,0,0,
Federal Hall NMEM,1989,"273,784",0,0,0,
Federal Hall NMEM,1990,"289,382",0,0,0,
Federal Hall NMEM,1991,"179,180",0,0,0,
Federal Hall NMEM,1992,"131,350",0,0,0,
Federal Hall NMEM,1993,"127,700",0,0,0,
Federal Hall NMEM,1994,"169,420",0,0,0,
Federal Hall NMEM,1995,"198,913",0,0,0,
Federal Hall NMEM,1996,"259,932",0,0,0,
Federal Hall NMEM,1997,"205,487",0,0,0,
Federal Hall NMEM,1998,"251,975",0,0,0,
Federal Hall NMEM,1999,"211,482",0,0,0,
Federal Hall NMEM,2000,"241,897",0,0,0,
Federal Hall NMEM,2001,"203,816",0,0,0,
Federal Hall NMEM,2002,"177,146",0,0,0,
Federal Hall NMEM,2003,"120,152",0,0,0,
Federal Hall NMEM,2004,"156,707",0,0,0,
Federal Hall NMEM,2005,0,0,0,0,
Federal Hall NMEM,2006,"12,800",0,0,0,
Federal Hall NMEM,2007,"127,432",0,0,0,
Federal Hall NMEM,2008,"212,564",0,0,0,
Federal Hall NMEM,2009,"204,880",0,0,0,
Federal Hall NMEM,2010,"178,749",0,0,0,
Federal Hall NMEM,2011,"187,109",0,0,0,
Federal Hall NMEM,2012,"167,146",0,0,0,
Federal Hall NMEM,2013,"148,647",0,0,0,
Federal Hall NMEM,2014,"137,538",0,0,0,
Federal Hall NMEM,2015,"172,038",0,0,0,
Federal Hall NMEM,2016,"314,531",0,0,0,
,,,,,,
Fire Island NS,1967,"417,300",,,,
Fire Island NS,1968,"474,400",,,,
Fire Island NS,1969,"397,500",,,,
Fire Island NS,1970,"438,400",,,,
Fire Island NS,1971,"395,200",,,,
Fire Island NS,1972,"492,589",,,,
Fire Island NS,1973,"460,900",,,,
Fire Island NS,1974,"473,300",,,,
Fire Island NS,1975,"510,800",,,,
Fire Island NS,1976,"435,000",,,,
Fire Island NS,1977,"453,100",,,,
Fire Island NS,1978,"486,394",,,,
Fire Island NS,1979,"465,268","12,654",0,0,
Fire Island NS,1980,"604,401","26,890",0,0,
Fire Island NS,1981,"513,421","14,365",0,0,
Fire Island NS,1982,"539,150","13,525",0,0,
Fire Island NS,1983,"531,183","10,325",0,0,
Fire Island NS,1984,"524,757","14,510",0,4,
Fire Island NS,1985,"552,542","8,655",0,51,
Fire Island NS,1986,"522,672","8,840",0,20,
Fire Island NS,1987,"570,507","9,175",0,0,
Fire Island NS,1988,"537,282","6,310",0,0,
Fire Island NS,1989,"589,474","5,345",0,0,
Fire Island NS,1990,"683,962","5,100",0,0,
Fire Island NS,1991,"763,181","7,825",0,0,
Fire Island NS,1992,"657,996","7,035",0,0,
Fire Island NS,1993,"639,741","6,120",0,0,
Fire Island NS,1994,"688,974","7,290",0,0,
Fire Island NS,1995,"348,788","7,305",0,0,
Fire Island NS,1996,"385,706","6,450",0,0,
Fire Island NS,1997,"534,888","5,260",0,0,
Fire Island NS,1998,"558,479","5,760",0,0,
Fire Island NS,1999,"559,764","3,435",0,0,
Fire Island NS,2000,"600,333","5,780",0,0,
Fire Island NS,2001,"661,692","6,185",0,0,
Fire Island NS,2002,"763,992","3,520",0,0,
Fire Island NS,2003,"629,858","1,815",0,0,
Fire Island NS,2004,"819,161",0,0,792,
Fire Island NS,2005,"670,456",0,0,308,
Fire Island NS,2006,"636,030",0,0,310,
Fire Island NS,2007,"616,233",0,0,428,
Fire Island NS,2008,"604,577",0,0,714,
Fire Island NS,2009,"569,667",0,0,692,
Fire Island NS,2010,"613,057",0,0,"1,037",
Fire Island NS,2011,"519,173",0,0,885,
Fire Island NS,2012,"483,334",0,0,"1,390",
Fire Island NS,2013,"294,219",0,0,917,
Fire Island NS,2014,"384,343",0,0,407,
Fire Island NS,2015,"441,899",0,0,861,
Fire Island NS,2016,"431,303",0,0,"1,546",
,,,,,,
First Ladies NHS,2006,"11,219",0,0,0,
First Ladies NHS,2007,"10,881",0,0,0,
First Ladies NHS,2008,"9,770",0,0,0,
First Ladies NHS,2009,"10,466",0,0,0,
First Ladies NHS,2010,"8,766",0,0,0,
First Ladies NHS,2011,"8,254",0,0,0,
First Ladies NHS,2012,"9,903",0,0,0,
First Ladies NHS,2013,"10,068",0,0,0,
First Ladies NHS,2014,"15,326",0,0,0,
First Ladies NHS,2015,"12,897",0,0,0,
First Ladies NHS,2016,"13,378",0,0,0,
,,,,,,
Flight 93 NMEM,2007,"143,725",0,0,0,
Flight 93 NMEM,2008,"136,091",0,0,0,
Flight 93 NMEM,2009,"149,668",0,0,0,
Flight 93 NMEM,2010,"137,837",0,0,0,
Flight 93 NMEM,2011,"265,246",0,0,0,
Flight 93 NMEM,2012,"317,926",0,0,0,
Flight 93 NMEM,2013,"265,924",0,0,0,
Flight 93 NMEM,2014,"284,226",0,0,0,
Flight 93 NMEM,2015,"337,217",0,0,0,
Flight 93 NMEM,2016,"385,123",0,0,0,
,,,,,,
Florissant Fossil Beds NM,1973,"20,100",,,,
Florissant Fossil Beds NM,1974,"25,700",,,,
Florissant Fossil Beds NM,1975,"39,500",,,,
Florissant Fossil Beds NM,1976,"46,000",,,,
Florissant Fossil Beds NM,1977,"63,300",,,,
Florissant Fossil Beds NM,1978,"63,291",,,,
Florissant Fossil Beds NM,1979,"46,919",0,0,0,
Florissant Fossil Beds NM,1980,"66,652",0,0,0,
Florissant Fossil Beds NM,1981,"50,747",0,0,0,
Florissant Fossil Beds NM,1982,"49,577",0,0,0,
Florissant Fossil Beds NM,1983,"51,309",0,0,0,
Florissant Fossil Beds NM,1984,"54,845",0,0,0,
Florissant Fossil Beds NM,1985,"93,990",0,0,0,
Florissant Fossil Beds NM,1986,"127,430",0,0,0,
Florissant Fossil Beds NM,1987,"143,597",0,0,0,
Florissant Fossil Beds NM,1988,"155,012",0,0,0,
Florissant Fossil Beds NM,1989,"161,740",0,0,0,
Florissant Fossil Beds NM,1990,"94,844",0,0,0,
Florissant Fossil Beds NM,1991,"73,075",0,0,0,
Florissant Fossil Beds NM,1992,"87,969",0,0,0,
Florissant Fossil Beds NM,1993,"81,508",0,0,0,
Florissant Fossil Beds NM,1994,"100,333",0,0,0,
Florissant Fossil Beds NM,1995,"91,434",0,0,0,
Florissant Fossil Beds NM,1996,"91,278",0,0,0,
Florissant Fossil Beds NM,1997,"86,488",0,0,0,
Florissant Fossil Beds NM,1998,"79,779",0,0,0,
Florissant Fossil Beds NM,1999,"81,510",0,0,0,
Florissant Fossil Beds NM,2000,"82,094",0,0,0,
Florissant Fossil Beds NM,2001,"79,669",0,0,0,
Florissant Fossil Beds NM,2002,"62,509",0,0,0,
Florissant Fossil Beds NM,2003,"67,537",0,0,0,
Florissant Fossil Beds NM,2004,"61,258",0,0,0,
Florissant Fossil Beds NM,2005,"59,508",0,0,0,
Florissant Fossil Beds NM,2006,"56,094",0,0,0,
Florissant Fossil Beds NM,2007,"55,992",0,0,0,
Florissant Fossil Beds NM,2008,"56,988",0,0,0,
Florissant Fossil Beds NM,2009,"64,251",0,0,0,
Florissant Fossil Beds NM,2010,"65,422",0,0,0,
Florissant Fossil Beds NM,2011,"61,289",0,0,0,
Florissant Fossil Beds NM,2012,"62,637",0,0,0,
Florissant Fossil Beds NM,2013,"58,032",0,0,0,
Florissant Fossil Beds NM,2014,"63,297",0,0,0,
Florissant Fossil Beds NM,2015,"69,130",0,0,0,
Florissant Fossil Beds NM,2016,"73,564",0,0,0,
,,,,,,
Ford's Theatre NHS,1936,"198,600",,,,
Ford's Theatre NHS,1937,"224,500",,,,
Ford's Theatre NHS,1938,"200,000",,,,
Ford's Theatre NHS,1939,"131,700",,,,
Ford's Theatre NHS,1940,"58,400",,,,
Ford's Theatre NHS,1941,"89,200",,,,
Ford's Theatre NHS,1942,"80,000",,,,
Ford's Theatre NHS,1943,"119,000",,,,
Ford's Theatre NHS,1944,"152,000",,,,
Ford's Theatre NHS,1945,"166,300",,,,
Ford's Theatre NHS,1946,"180,799",,,,
Ford's Theatre NHS,1947,"159,200",,,,
Ford's Theatre NHS,1948,"149,000",,,,
Ford's Theatre NHS,1949,"163,000",,,,
Ford's Theatre NHS,1950,"113,647",,,,
Ford's Theatre NHS,1951,"123,528",,,,
Ford's Theatre NHS,1952,"146,264",,,,
Ford's Theatre NHS,1953,"152,226",,,,
Ford's Theatre NHS,1954,"154,600",,,,
Ford's Theatre NHS,1955,"259,000",,,,
Ford's Theatre NHS,1956,"208,200",,,,
Ford's Theatre NHS,1957,"197,600",,,,
Ford's Theatre NHS,1958,"187,200",,,,
Ford's Theatre NHS,1959,"193,800",,,,
Ford's Theatre NHS,1960,"357,500",,,,
Ford's Theatre NHS,1961,"405,300",,,,
Ford's Theatre NHS,1962,"425,400",,,,
Ford's Theatre NHS,1963,"374,100",,,,
Ford's Theatre NHS,1964,"450,500",,,,
Ford's Theatre NHS,1965,"95,400",,,,
Ford's Theatre NHS,1966,"100,900",,,,
Ford's Theatre NHS,1967,"137,000",,,,
Ford's Theatre NHS,1968,"433,900",,,,
Ford's Theatre NHS,1969,"438,300",,,,
Ford's Theatre NHS,1970,"459,600",,,,
Ford's Theatre NHS,1971,"589,100",,,,
Ford's Theatre NHS,1972,"789,784",,,,
Ford's Theatre NHS,1973,"602,400",,,,
Ford's Theatre NHS,1974,"525,500",,,,
Ford's Theatre NHS,1975,"578,900",,,,
Ford's Theatre NHS,1976,"718,800",,,,
Ford's Theatre NHS,1977,"561,800",,,,
Ford's Theatre NHS,1978,"597,624",,,,
Ford's Theatre NHS,1979,"518,345",0,0,0,
Ford's Theatre NHS,1980,"647,622",0,0,0,
Ford's Theatre NHS,1981,"650,903",0,0,0,
Ford's Theatre NHS,1982,"619,669",0,0,0,
Ford's Theatre NHS,1983,"704,440",0,0,0,
Ford's Theatre NHS,1984,"765,739",0,0,0,
Ford's Theatre NHS,1985,"769,780",0,0,0,
Ford's Theatre NHS,1986,"786,153",0,0,0,
Ford's Theatre NHS,1987,"827,775",0,0,0,
Ford's Theatre NHS,1988,"883,448",0,0,0,
Ford's Theatre NHS,1989,"781,697",0,0,0,
Ford's Theatre NHS,1990,"940,372",0,0,0,
Ford's Theatre NHS,1991,"853,469",0,0,0,
Ford's Theatre NHS,1992,"854,789",0,0,0,
Ford's Theatre NHS,1993,"942,106",0,0,0,
Ford's Theatre NHS,1994,"996,379",0,0,0,
Ford's Theatre NHS,1995,"1,025,989",0,0,0,
Ford's Theatre NHS,1996,"995,416",0,0,0,
Ford's Theatre NHS,1997,"1,054,482",0,0,0,
Ford's Theatre NHS,1998,"1,220,391",0,0,0,
Ford's Theatre NHS,1999,"1,159,435",0,0,0,
Ford's Theatre NHS,2000,"1,164,176",0,0,0,
Ford's Theatre NHS,2001,"1,224,540",0,0,0,
Ford's Theatre NHS,2002,"545,336",0,0,0,
Ford's Theatre NHS,2003,"429,763",0,0,0,
Ford's Theatre NHS,2004,"826,008",0,0,0,
Ford's Theatre NHS,2005,"856,079",0,0,0,
Ford's Theatre NHS,2006,"857,600",0,0,0,
Ford's Theatre NHS,2007,"732,521",0,0,0,
Ford's Theatre NHS,2008,"335,865",0,0,0,
Ford's Theatre NHS,2009,"658,271",0,0,0,
Ford's Theatre NHS,2010,"662,298",0,0,0,
Ford's Theatre NHS,2011,"642,786",0,0,0,
Ford's Theatre NHS,2012,"701,542",0,0,0,
Ford's Theatre NHS,2013,"665,876",0,0,0,
Ford's Theatre NHS,2014,"655,441",0,0,0,
Ford's Theatre NHS,2015,"681,537",0,0,0,
Ford's Theatre NHS,2016,"650,779",0,0,0,
,,,,,,
Fort Bowie NHS,1969,800,,,,
Fort Bowie NHS,1970,"1,900",,,,
Fort Bowie NHS,1971,"1,700",,,,
Fort Bowie NHS,1972,"3,742",,,,
Fort Bowie NHS,1973,"3,400",,,,
Fort Bowie NHS,1974,"3,400",,,,
Fort Bowie NHS,1975,"5,300",,,,
Fort Bowie NHS,1976,"6,500",,,,
Fort Bowie NHS,1977,"5,800",,,,
Fort Bowie NHS,1978,"5,231",,,,
Fort Bowie NHS,1979,"5,827",0,0,0,
Fort Bowie NHS,1980,"5,103",0,0,0,
Fort Bowie NHS,1981,"5,153",0,0,77,
Fort Bowie NHS,1982,"5,055",0,0,32,
Fort Bowie NHS,1983,"4,912",0,0,28,
Fort Bowie NHS,1984,"5,044",0,0,63,
Fort Bowie NHS,1985,"5,635",0,0,102,
Fort Bowie NHS,1986,"7,364",0,0,106,
Fort Bowie NHS,1987,"6,772",0,0,0,
Fort Bowie NHS,1988,"7,209",0,0,0,
Fort Bowie NHS,1989,"7,564",0,0,0,
Fort Bowie NHS,1990,"7,592",0,0,0,
Fort Bowie NHS,1991,"8,159",0,0,0,
Fort Bowie NHS,1992,"9,237",0,0,0,
Fort Bowie NHS,1993,"9,192",0,0,0,
Fort Bowie NHS,1994,"11,022",0,0,0,
Fort Bowie NHS,1995,"10,574",0,0,0,
Fort Bowie NHS,1996,"10,666",0,0,0,
Fort Bowie NHS,1997,"9,623",0,0,0,
Fort Bowie NHS,1998,"9,168",0,0,0,
Fort Bowie NHS,1999,"9,390",0,0,0,
Fort Bowie NHS,2000,"8,898",0,0,0,
Fort Bowie NHS,2001,"8,858",0,0,0,
Fort Bowie NHS,2002,"8,290",0,0,0,
Fort Bowie NHS,2003,"8,445",0,0,0,
Fort Bowie NHS,2004,"9,483",0,0,0,
Fort Bowie NHS,2005,"9,656",0,0,0,
Fort Bowie NHS,2006,"10,679",0,0,0,
Fort Bowie NHS,2007,"10,027",0,0,0,
Fort Bowie NHS,2008,"10,095",0,0,0,
Fort Bowie NHS,2009,"9,641",0,0,0,
Fort Bowie NHS,2010,"9,491",0,0,0,
Fort Bowie NHS,2011,"8,429",0,0,0,
Fort Bowie NHS,2012,"7,966",0,0,0,
Fort Bowie NHS,2013,"8,082",0,0,0,
Fort Bowie NHS,2014,"6,964",0,0,0,
Fort Bowie NHS,2015,"7,760",0,0,0,
Fort Bowie NHS,2016,"8,013",0,0,0,
,,,,,,
Fort Caroline NMEM,1958,"29,400",,,,
Fort Caroline NMEM,1959,"33,000",,,,
Fort Caroline NMEM,1960,"43,400",,,,
Fort Caroline NMEM,1961,"41,500",,,,
Fort Caroline NMEM,1962,"46,100",,,,
Fort Caroline NMEM,1963,"51,900",,,,
Fort Caroline NMEM,1964,"100,500",,,,
Fort Caroline NMEM,1965,"94,900",,,,
Fort Caroline NMEM,1966,"84,100",,,,
Fort Caroline NMEM,1967,"71,800",,,,
Fort Caroline NMEM,1968,"68,100",,,,
Fort Caroline NMEM,1969,"61,700",,,,
Fort Caroline NMEM,1970,"77,200",,,,
Fort Caroline NMEM,1971,"85,600",,,,
Fort Caroline NMEM,1972,"83,952",,,,
Fort Caroline NMEM,1973,"77,200",,,,
Fort Caroline NMEM,1974,"74,800",,,,
Fort Caroline NMEM,1975,"72,000",,,,
Fort Caroline NMEM,1976,"82,100",,,,
Fort Caroline NMEM,1977,"139,800",,,,
Fort Caroline NMEM,1978,"167,987",,,,
Fort Caroline NMEM,1979,"169,209",0,0,0,
Fort Caroline NMEM,1980,"128,619",0,0,0,
Fort Caroline NMEM,1981,"110,844",0,0,0,
Fort Caroline NMEM,1982,"151,607",0,0,0,
Fort Caroline NMEM,1983,"140,461",0,0,0,
Fort Caroline NMEM,1984,"145,137",0,0,0,
Fort Caroline NMEM,1985,"164,145",0,0,0,
Fort Caroline NMEM,1986,"135,883",0,0,0,
Fort Caroline NMEM,1987,"84,457",0,0,0,
Fort Caroline NMEM,1988,"82,960",0,0,0,
Fort Caroline NMEM,1989,"91,675",0,0,0,
Fort Caroline NMEM,1990,"100,897",0,0,0,
Fort Caroline NMEM,1991,"132,438",0,0,0,
Fort Caroline NMEM,1992,"130,028",0,0,0,
Fort Caroline NMEM,1993,"129,646",0,0,0,
Fort Caroline NMEM,1994,"161,991",0,0,0,
Fort Caroline NMEM,1995,"124,405",0,0,0,
Fort Caroline NMEM,1996,"122,565",0,0,0,
Fort Caroline NMEM,1997,"130,386",0,0,0,
Fort Caroline NMEM,1998,"129,301",0,0,0,
Fort Caroline NMEM,1999,"176,230",0,0,0,
Fort Caroline NMEM,2000,"189,948",0,0,0,
Fort Caroline NMEM,2001,"195,303",0,0,0,
Fort Caroline NMEM,2002,"184,575",0,0,0,
Fort Caroline NMEM,2003,"180,656",0,0,0,
Fort Caroline NMEM,2004,"171,505",0,0,0,
Fort Caroline NMEM,2005,"145,736",0,0,0,
Fort Caroline NMEM,2006,"224,114",0,0,0,
Fort Caroline NMEM,2007,"250,616",0,0,0,
Fort Caroline NMEM,2008,"279,984",0,0,0,
Fort Caroline NMEM,2009,"288,606",0,0,0,
Fort Caroline NMEM,2010,"299,906",0,0,0,
Fort Caroline NMEM,2011,"326,149",0,0,0,
Fort Caroline NMEM,2012,"327,339",0,0,0,
Fort Caroline NMEM,2013,"307,086",0,0,0,
Fort Caroline NMEM,2014,"187,843",0,0,0,
Fort Caroline NMEM,2015,"224,418",0,0,0,
Fort Caroline NMEM,2016,"232,082",0,0,0,
,,,,,,
Fort Davis NHS,1964,"86,600",,,,
Fort Davis NHS,1965,"107,900",,,,
Fort Davis NHS,1966,"135,800",,,,
Fort Davis NHS,1967,"121,600",,,,
Fort Davis NHS,1968,"123,500",,,,
Fort Davis NHS,1969,"98,900",,,,
Fort Davis NHS,1970,"100,100",,,,
Fort Davis NHS,1971,"82,400",,,,
Fort Davis NHS,1972,"79,435",,,,
Fort Davis NHS,1973,"56,200",,,,
Fort Davis NHS,1974,"52,900",,,,
Fort Davis NHS,1975,"67,000",,,,
Fort Davis NHS,1976,"63,400",,,,
Fort Davis NHS,1977,"69,600",,,,
Fort Davis NHS,1978,"68,200",,,,
Fort Davis NHS,1979,"72,465",0,0,0,
Fort Davis NHS,1980,"63,465",0,0,0,
Fort Davis NHS,1981,"71,179",0,0,0,
Fort Davis NHS,1982,"74,988",0,0,0,
Fort Davis NHS,1983,"71,334",0,0,0,
Fort Davis NHS,1984,"69,004",0,0,0,
Fort Davis NHS,1985,"68,410",0,0,0,
Fort Davis NHS,1986,"63,918",0,0,0,
Fort Davis NHS,1987,"52,237",0,0,0,
Fort Davis NHS,1988,"54,703",0,0,0,
Fort Davis NHS,1989,"55,026",0,0,0,
Fort Davis NHS,1990,"56,547",0,0,0,
Fort Davis NHS,1991,"66,711",0,0,0,
Fort Davis NHS,1992,"73,037",0,0,0,
Fort Davis NHS,1993,"71,249",0,0,0,
Fort Davis NHS,1994,"69,129",0,0,0,
Fort Davis NHS,1995,"61,032",0,0,0,
Fort Davis NHS,1996,"64,560",0,0,0,
Fort Davis NHS,1997,"62,191",0,0,0,
Fort Davis NHS,1998,"64,846",0,0,0,
Fort Davis NHS,1999,"60,419",0,0,0,
Fort Davis NHS,2000,"54,988",0,0,0,
Fort Davis NHS,2001,"56,946",0,0,0,
Fort Davis NHS,2002,"56,454",0,0,0,
Fort Davis NHS,2003,"54,204",0,0,0,
Fort Davis NHS,2004,"54,007",0,0,0,
Fort Davis NHS,2005,"51,858",0,0,0,
Fort Davis NHS,2006,"49,091",0,0,0,
Fort Davis NHS,2007,"51,435",0,0,0,
Fort Davis NHS,2008,"49,290",0,0,0,
Fort Davis NHS,2009,"50,968",0,0,0,
Fort Davis NHS,2010,"43,280",0,0,0,
Fort Davis NHS,2011,"35,130",0,0,0,
Fort Davis NHS,2012,"38,136",0,0,0,
Fort Davis NHS,2013,"43,277",0,0,0,
Fort Davis NHS,2014,"49,842",0,0,0,
Fort Davis NHS,2015,"55,955",0,0,0,
Fort Davis NHS,2016,"61,823",0,0,0,
,,,,,,
Fort Donelson NB,1934,"27,127",,,,
Fort Donelson NB,1935,"23,112",,,,
Fort Donelson NB,1936,"21,490",,,,
Fort Donelson NB,1937,"22,588",,,,
Fort Donelson NB,1938,"25,780",,,,
Fort Donelson NB,1939,"39,638",,,,
Fort Donelson NB,1940,"41,456",,,,
Fort Donelson NB,1941,"52,233",,,,
Fort Donelson NB,1942,"12,957",,,,
Fort Donelson NB,1943,"7,613",,,,
Fort Donelson NB,1944,"8,869",,,,
Fort Donelson NB,1945,"10,962",,,,
Fort Donelson NB,1946,"30,261",,,,
Fort Donelson NB,1947,"33,698",,,,
Fort Donelson NB,1948,"28,558",,,,
Fort Donelson NB,1949,"30,430",,,,
Fort Donelson NB,1950,"40,714",,,,
Fort Donelson NB,1951,"46,278",,,,
Fort Donelson NB,1952,"58,126",,,,
Fort Donelson NB,1953,"63,185",,,,
Fort Donelson NB,1954,"111,900",,,,
Fort Donelson NB,1955,"186,300",,,,
Fort Donelson NB,1956,"220,900",,,,
Fort Donelson NB,1957,"234,500",,,,
Fort Donelson NB,1958,"138,000",,,,
Fort Donelson NB,1959,"222,700",,,,
Fort Donelson NB,1960,"384,900",,,,
Fort Donelson NB,1961,"534,300",,,,
Fort Donelson NB,1962,"590,800",,,,
Fort Donelson NB,1963,"631,300",,,,
Fort Donelson NB,1964,"672,400",,,,
Fort Donelson NB,1965,"566,000",,,,
Fort Donelson NB,1966,"766,200",,,,
Fort Donelson NB,1967,"902,500",,,,
Fort Donelson NB,1968,"1,059,100",,,,
Fort Donelson NB,1969,"1,027,400",,,,
Fort Donelson NB,1970,"913,400",,,,
Fort Donelson NB,1971,"280,500",,,,
Fort Donelson NB,1972,"379,796",,,,
Fort Donelson NB,1973,"353,700",,,,
Fort Donelson NB,1974,"230,100",,,,
Fort Donelson NB,1975,"277,500",,,,
Fort Donelson NB,1976,"364,500",,,,
Fort Donelson NB,1977,"386,100",,,,
Fort Donelson NB,1978,"342,018",,,,
Fort Donelson NB,1979,"317,415",0,0,0,
Fort Donelson NB,1980,"343,964",0,0,0,
Fort Donelson NB,1981,"336,538",0,0,0,
Fort Donelson NB,1982,"233,631",0,0,0,
Fort Donelson NB,1983,"280,644",0,0,0,
Fort Donelson NB,1984,"261,960",0,0,0,
Fort Donelson NB,1985,"300,404",0,0,0,
Fort Donelson NB,1986,"327,942",0,0,0,
Fort Donelson NB,1987,"292,132",0,0,0,
Fort Donelson NB,1988,"285,145",0,0,0,
Fort Donelson NB,1989,"277,675",0,0,0,
Fort Donelson NB,1990,"285,714",0,0,0,
Fort Donelson NB,1991,"206,528",0,0,0,
